Date,Value
2009-12-04 16:00:00,218554.0
2009-12-07 16:00:00,218539.0
2009-12-08 16:00:00,218470.0
2009-12-09 16:00:00,218653.0
2009-12-10 16:00:00,218600.0
2009-12-11 16:00:00,218661.0
2009-12-14 16:00:00,218638.0
2009-12-15 16:00:00,218478.0
2009-12-16 16:00:00,218301.0
2009-12-17 16:00:00,218028.0
2009-12-18 16:00:00,218604.0
2009-12-21 16:00:00,219010.0
2009-12-22 16:00:00,218974.0
2009-12-23 16:00:00,219229.0
2009-12-24 16:00:00,219430.0
2009-12-28 16:00:00,219508.0
2009-12-29 16:00:00,219537.0
2009-12-30 16:00:00,219440.0
